title,content
웃음과 감동이라는 두 마리 토끼,"세상이라는 수레바퀴 속에서 급변하는 환경에 따라 변해가는 인간 관계 속에 친구라는 화두를 중심에 둔 <세상 친구>는 시간의 흐름에도 변하지 않는 본질의 가치를 우리에게 묻고 있는 멋진 연극이었다. 격변하는 시대가 주는 무거움 가운데도 재미와 감동을 함께 주었던,  보기 드문 수작이란 생각이 든다. 테이의 명 연기가 유난히 마음에 많이 와 닿아 눈물을 많이 훔쳤던 것 같다."
내용 좋아요,좋은 내용의 연극
배우분들의 열연!,연기 최고!
연극 〈이기동 체육관〉 - 앵콜,"이 연극은 다소 영화적 연출과 스포츠를 주제로 연극에서 보여 줄 수 있는 퍼포먼스에최대치를 보여줍니다. 액션과코메디, 얽혀있는 관계에 개선을 이야기 합니다. 청년 이기동과 중년 이기동에 연결고리가인상 깊은 연극 이었습니다."
최고였어요!!!,"여러분 이공연은 꼭 보셔야해요~
부산여행가는 길에 예매한 공연!
오랜만에 보는 연극이라 더 설레였는데요~
보고나서 마음이 따뜻해지는 공연이었어요!
재미와 유머 감동까지 있는 
불편한 편의점,

저는
지인들과 보는내내 너무나 재미있게봤구요
노래를 듣는 재미,
배우분들의 열연까지 정말 최고였어요!

이날 송혜교 닮은 배우님:)
덕분에 좋은 추억가지고 갑니다 ㅋㅋ

최고였어요????????"
정말 재밌고 감동적이었어요.,남다른 시선에서 만든 참신한 공연이라 눈길을 끌더라구요.무료한 일상에서 가장 빠르고 쉽게 일상탈출을 할 수 있는 것이 바로 공연관람이죠. 제 감성을 촉촉하게 적셔준 마술극이에요.정말 재밌고 감동적이었어요.눈으로 보고 마음으로 느끼게 되는 공연이에요.
아이들과 함께 보기 좋은 멋진 공연이었어요.,아이들과 함께 보기 좋은 멋진 공연이었어요.진짜 오랜만에 공연이 끝나고 가슴이 먹먹해서 한동안 자리에 앉아있었어요. 좋은 공연을 위해 힘써주신 배우와 제작진분들께 머리숙여 감사드립니다.
8/10 관람,소재가 너무 신선하고 기억에 오래남을것 같아요 기회기 된다면 꼭 보라고 추천하고 싶어요!!( 티켓과 함께 받은 초카도 너무 마음에 들었습니�い빱빱빱�)
아이들 있는 집은 무조건 보세요,정말 재미있어요. 아이들이 있는 집은 꼭 보세요
하...ㅠ 저희와는 안맞는 공연,미안하지만 너무 안타깝네요
기립박수나온 연극,모든 배우의 열연이 너무나 돋보이는 멋진 공연이였습니다...
크리미널 시즌4 다들 보세요!!!,"스토리 완전 탄탄하고 놀라고 무섭고 재밌고 반전에 반전이 반복되는 연극!!연극 보면서 공포감을 느낄 줄은 몰랐는데...배우분들께서 연기를 진짜 잘하셔서 너무 몰입되서 순간 순간 좀 무서웠습니다.애드리브인지는 모르겠는데 한 번씩 던지시는 말들은 넘 웃겨서 광대 아팠어요.2002년 배경으로, 그 시절에 이슈였던 사건을 다루는 내용도 의미 있었고,시즌 5에서는 10년 뒤 얘기로 4에서 아주 살짝 거론된 분들의 정체가 밝혀진다 해서 궁금하네요.시즌 5도 얼른 보러 가야겠습니다!!!"
오랫만에 본 연극,같이 온 친구도 정말 만족스러워했고 오랫만에 연극 본 저도 정말 재미있게 봤어요 고연출 맡으신분의 열연이 아직 잊혀지지 않습니다
양지원배우님 미치셨네요,"양지원 조셉 연기가 미쳤어요

유명한 작품에 유명한분들이 출연한다고해서 예매했는데 프라이어역할과 조셉역할이 주인공처럼 보여서 두역할에 몰입해서봤어요

양지원배우님이 연기를 너무 잘하셔서그런지 부인한테 억지로 다정하고 답답해하는 순간적인 감정이 세세하게 잘보였고 모진말을 뱉는것들이 나빠보이는데 조셉이 왜그러는지 이해가되면서 너무 안쓰러워보였어요
특히 엄마와 통화하는 장면은 최고였어요
정말 가슴이 먹먹해서 제가다속상했어요"
평일에 재미난 연극보니 즐거웠어요~,"평일에 연극을 보고 감동입니다.^^
뭘볼까 고민하다가 라면이라는 누구나 좋아하고 익숙한 제목의 연극이라 궁금했어요.
라면과 사랑이란 주제가 큰기대없이 보게되었는데...
배경부터 제 나이대에 익숙함이 친근하더라고요.
어릴적부터 시작한 만수와 은실의 풋풋한사랑과 경필과 희선의 케미좋은 연애가 매우 재미있었어요.
마냥 사랑으로 받아드릴수없는 현실적인 고민의 모습도 좋았고 결혼이란 다소 진지하지만 소소한 모습도 좋았습니다.배우분들의 연기도 굿굿! 
볼거리도 잘 꾸며놓아 모처럼 즐거운 추억만들었어요.
라면연극 대박입니다♡"
엔젤스 인 아메리카 관람 후기,"우선 이 연극은 시대적 배경을 알거나 공부하고 보면 더 재미있게 볼 수 있을 것이라고 생각합니다. 하지만 이 시기의 미국의 상황을 제대로 알지 못하고 보아도 배우님들의 연기력으로 연극에 완전한 몰입이 가능합니다. 예매하면서 공연 시간을 보고 ‘200분?!’ 이러면서 되게 길 것이라고 생각했는데, 시간이 너무 쏜살같이 지나갔습니다. 이렇게 몰입할 수 있도록 멋진 연극을 만들어주신 배우님들과 무대 연출 스태프분들께 감사드립니다.그리고 ‘나는 선입견 따윈 없어’라고 생각했지만 ‘무의식 중엔 편협한 사고가 있진 않았을까’하는 의구심이 들었습니다. 또 ‘어쩌면 세상에 존재하는 다양성에 대한 나의 기준이 아직 명확하게 없는 것은 아닐까’라는 생각도 들었습니다. 등장인물의 삶을 통해 저에게 철학적인 질문을 던져보며, 이에 대한 저만의 답은 무엇인지 곰곰이 생각해볼 수 있는 시간이었습니다.두서가 없는 것 같지만 제가 이 연극을 추천하는 이유는 크게 첫째, 많은 연습의 나날들이 온전히 느껴지는 배우님들의 연기력둘째, 캐릭터와 공간의 특성을 살려주는 무대 연출셋째, 세상을 바라보는 기준에 대한 철학적인 질문을 던져줌입니다.오랜만의 문화 생활(?)이었는데, 너무 잘 봤습니다!한 편의 좋은 연극을 볼 수 있도록 만들어주신 모든분들께 감사드립니다~!"
완성도,"말해 뭐해요
연출 배우 무대 극의 흐름 완성도 
뭐하나 빠질것 없는 그야말로 완벽한 맥베스였습니다.
별 다섯개로도 모자라요 별 백개 어디 없나요"
12일 막공 재밌었어요,자살이라는 어두운 주제로 시간가는줄 모르는 코믹을 이렇게 재밌게 만들었는지 구상도 대단하고 무엇보다 배우분들 너무 재밌었어요
정말 색다른 공연!,"5세 딸아이가 폴리팝을 본 후로
하루가 멀다하고 매일 뮤지컬을 보러 가자고 졸랐어요
그래서 하이팝을 예매했고
이번에도 역시나 아이가 엄청 좋아하네요 완전 대성공!

공연중간 중간 아이의 표정을 봤는데
정말 눈을 깜빡이기는 하는걸까? 싶게 초집중

재미있는 장면엔 깔깔깔 웃기도 하고 질문엔 대답도 하고요!
끝나고 나와서 기다리고 있던 아빠에게 너무 재미있었다고 또 보러 가자고 하네요

미디어를 이용(?)한 뮤지컬은 처음이였는데
컴퓨터자리에 앉아 계시던 분과
피아노, 드럼 치시던 분들 모두 표정으로 열심히 연기해주시는 모습에 감동이였습니다!"
최고의 공연,"진짜 역대급 감동 코미디 재미 아 그냥 너무 행복했어요
소극장에서 본 연극중에 최고 진짜 꼭 보세요"
실망…,"이 좋은 내용을 가지고
사유할 수 있는 내용을 가지고 
이렇게 밖에 표현을 못하다니…

대중극으로 이걸 선택했다면
연출은 세세하게 모든걸 살폈어야한다. 
이해하지 못하고 웃게 만들지 않으려면…
안 그래도 우리나라 사람들 대부분은 공감하지 못할, 이해하지 못할 캐릭터들의 나열인데…
캐릭터들의 고뇌와 혼란을 납득가게 만들어야하는게 연출의 일이지 않는가?
연출은 무엇을 했는가 묻고싶다."
재미있습니다!,정말 재미있습니다!
다정이 병인 양하여,"삼일로창고극장에서 90분 정도 공연된 이번 연극은, 동 시대 젊은 여성의 사랑, 성, 욕망 등 정체성을 전면적으로 다루는 만큼 50여석의 소극장 객석이 2030 여성으로 꽉 찼다. 극본과 연출을 맡은 우지안은 여성, 청소년, 퀴어 등 민감한 이슈에 관심이 많은데 신체폭력, 욕설, 성행위 및 성폭력, 약물 사용, 자위, 자살 등 어느 하나 쉽게 꺼내기 어려운 이야기들을 거침 없이 담는다.

연극은 정이 많은 여대생 '구다정'을 중심으로 그녀가 사귀고 있는 레즈비언 여친 '부치걸' 그리고 그녀가 동시에 부적절한 관계를 꿈꾸는 '교수', 관음증이 있는 '바바리맨' 등에 얽힌 여러 에피소드로 전개되며, 극의 시작과 마지막 부분 주인공의 독백이 그녀가 느끼고 있는 수치심과 죄책감을 수미쌍관적으로 감싸준다.

'구다정'은 평범한 대학생으로 바이섹슈얼이나 폴리아모리, 매조키스트라는 성적 정체성이나 욕망을 가지고 있지만, 단단히 고정되어 있지 않고 때로는 반대 방향으로 향하는 사람이다. 이처럼 유동적인 정체성(유동적인 것도 정체성이라면)이 다정하지 않은 환경을 만나고 좌절하는 과정이 연속되며, 그녀 역시 스스로에게 '다정' 하지 않다. 점점 더 침잠하지만 그래도 매번 다시 시작하는 그녀. 언제가 되어야 다정이는 미안할 일을 하지 않고, 더 이상 미안해 하지도 않게 될런지. 어쨌든 Can't help falling in love.

행복하지 않은, 행복하지 않아도 괜찮은, 행복하면 안 될 것 같은 생각이 머리를 잠식하고 있는 주인공의 복잡한 내면 세계를 엿볼 수 있어서 흥미로웠다. 폭력성이나 선정성이 높다는 노티스가 있었지만, 일반적인 성인이라면 불쾌감 없이 볼 수 있는 수준.

주역 하은빈 배우의 메소드급 연기가 감정적으로 잘 스며들었고, 바바리맨과 교수로 일인이역을 맡은 조의진 배우는 자칫 무거워질 수 있는 극의 긴장을 풀어주는 동시에 왜소한 남성상을 전형적으로 드러내는 감초역을 멋지게 소화한다."
극은 좋은데 극장이 너무 더워요,극은 좋고 배우들 연기도 죽이는데극장이 너무 더워요뒤에서 손풍기 소리 나서 관람에도 방해 됐어요무대 위 배우들도 땀을 뻘뻘 흘리고 에어컨 좀 쎄게 틀어주세요.
이효정  유승호 정혜인 배우 정말 몰입 되었네요,"정혜인 배우 연기는 처음 봤는데요 (제가 티비를 거의 안봐서 축구 하시는
프로그램에서 밖에 못��는데 ㅠㅠ)  
아.. 연기 너무 좋으시네요 

기대대로 멋진 연기 보여주신 유승호 이효정 배우님과 더불어 몰입감 높여주셔서 3 시간이 체감 1 시간 반 정도? 였습니다!"
초4의 재선택,"지난 화요일 공연을보고 사랑하는사람들과 다시보고 싶다해서 예매.
초4아이의 추천대로 배우님들의 열정으로 감동과 웃음을 선물받음.
좋은 연극을 함께 관람하게되어 배우님들께 감사합니다."
자유의땅 미국에서 벌어지는일,내용이 무척심오한 주제를다뤘지만 19세기말 자유의땅 미국에서 일어나는 다양한 사회적이슈를잘풀어냈다고생각합니다
역시 성북동비둘기!!,"이번 알바의 집, 배로나르다는 현재 청춘들이 돈을 벌기위해 

편의점, 요식업장, 배송업체, 물류업체, 놀이동산, 결혼식장 그리고 연극무대에서

치열하게 일하는 모습을 그려내고 있었습니다.

사람보다 일이 먼저이고 돈이 먼저인 대접을 받으면서

살아가야만 하는 청춘들을 낱낱이 볼수 있었고

그중 물류업체와 학원강사도우미로 일하는 모습이 눈에 띄었는데

쉼없이 돌아가는 컨배인 벨트에서 숨도 제대로 못 쉴것 처럼 일하는 모습과

고된 노동으로 사람이 쓰려져서 죽음에 이르렀는데도

챙겨주지 않고 일을 하는 모습들이 마음에 와 닿았습니다."
개그코드 딱 내취향임,죽음과 관련한 블랙코미디라 그랬는데 생각보다 너무 재밌었고 관객들이 참여하는 공연이라 관객들과의 캐미가 너무 좋았음
봤던 연극 중 최고,"배우분들 연기가 너무 좋고 관객들이 참여하며 즐길 수 있었던 더 추억에 남을 것 같아요. 무엇보다 블랙코미디라는 장르가 어떤 건지를 제대로 느끼게 된 것 같아요. 생각할 거리도, 재미도 한번에 잡은 연극이에요"
역쉬 인정 인정 성북동비둘기,"원작은 모르나.....누군가의 감사아래 아르바이트를 하는 청년들의 노동에 대한 이야기
배송업체, 물류센터, 학원, 결혼식장, 방송국 그리고 연극무대에서 치열하게 일하는 청년들의 모습이 그려진다.
?
극은 시작전부터 아르바이트 하는 장면이 나온다.
무대 세팅하는 스탭과, 미동없이 누워있는 배우가 나온다.
움직임 없이 누워 있기 힘들것이다. 
그리고 빠르게 빠르게 이어진다.
산타와 루돌프의 배달씬은 아주 아주 길게 이어진다. 
관객이 지겨울 만큼 배우가 힘들었을 것이고 그만큼 고된 노동일 것이다.
자연스럽고 유머러스는 연출로 노동과 노동은 이어나간다.
결혼식 장면의 신박한 연출과
또 나오는 이아손과 메디아에서의 아르바이트는 정말 재밌다.
김현탁 연출이, 성북동비둘기가 가장 잘하는 부분이다.
원작을 몰라도 너무 재밌게 볼 수 있는 작품이다.
내년에 또 하게 된다면, 아마도 많은 변화를 줄 것도 같다.
그때도 달려가 봐야지~~~~~"
웃다가 울다가 옛생각에 잠겼던,"삼십년지기 고등하교 동창과 함께 보러간 연극
""오백에 삼십"" 먼저 관람하고 온 지인의 권유로
믿고 관람했지만 직접 관람하며 느낀 재미와 감동은 몇배로 더 와 닿았습니다. 학창시절 월세 받으러 온 주인 아주머니 앞에서 사정사정 하시며 쩔쩔매던 엄마의 모습이 떠올라 눈물이 나왔습니다.
아직까지도 이렇게 살아가고 있는 어려운 이웃들이
서로 위로하고 의지하며 우여곡절 끝에 다시한번
희망을 이야기하며 끝맺음 하는 내용이 감명 깊었습니다. 더운 날씨 임에도 보러오길 잘했다는 생각과 함께 엄청난 대사를 막힘없이 쏟아내시는 배우님들의 열정에 박수를 보냅니다. 특히 건물주님의 연기는 정말 최고중에 최고 였습니다!!!
허찌민 아빠의 나이가 제아들 나이와 같다는 사실에 놀랍고 슬프기도 했지만 즐거웠습니다^^
정말 오랫만에 많이 웃고 또 울고 감사했습니다.
배우분들과 모든 관계자 분들의 건강과 건승을 기원합니다."
엔젤스인아메리카,무대를 이끌어가는 힘과 능력을 가진 배우들은 돋보였던 반면... 그들을 방해하는 배우도 있었다... 같은 연습을 거쳤을텐데 왜... 아직도 대본 숙지도 덜 됐으며 보는 사람이 불안한 연기를 하는건지... 돈을 내고 보는 작품인만큼 그 값은 해줬으면..
웃다가 울다가~~ 강추합니다!,저는 관객입장으로서 온도가 딱 맞았는데 배우님들은 많이 더우셨는지 땀을 엄청 많이 흘리시면서 열연하셔서 더더 멋있었어요!! 증말 감동적이고 재미있는 부분도 많고!! 연극의 정석 같은 느낌으로다가 열심히 몰입하면서 봤습니다 ㅎㅎ 모든 배우분들이 연기를 잘하셔서 더욱 좋았어요!!이번에 두번째인걸로 알고 있는데 보게 되어 정말 감사합니다 ㅎㅎ 현생에 치여 막공에 딱 봤는데 넘넘 만족스럽습니다!
연기 연출 모두 최고였어여,"연기도 최고지만 연출진에게도 박수를 보내고 싶어요. 결의를 다지는 부부의 모습이 조명 하나로 한순간에 악랄해 보이고, 그 천하에 나쁜 맥베스도 마지막 엔딩 크레딧에서는 어찌나 애잔하던지.. 프로 몰입러로써 여기에 다 못 적는 게 아쉬울 정도로 엄청 감동받았던 작품이었어요. 적극 추천합니다"
재미있는 연극을 보며,"여름휴가를 죽여주는 이야기를 관람하면서
뜻깊게 보내 좋았어요
내년에도 또 관람하고 싶어요"
하이팝 재미있고 아이와 어른에게 최고의  공연^^,"지루할 틈이 없이 시간이 훅 지나갔어요^^
화려힐 영상과 몰리 말리 빌리 캐릭터를 맡은 배우들의 연기 너무 잘하시고 멋졌습니다. 
라이브연주도 짱이었습니다. 너무 재미나게 봤어요^^"
더위를 잊게하는 순수하고 기발한 무대 재미있어요.,첫 내돈내산 연극. 내가 본 공연중에 제일 재밌었다. 정치보다 재밌기 힘든 세상인데 순수해서 기발했고. F임에도 공연전개를 따지던 나를 훈계하는 듯한 깨달음. 모르던 즐거움이다.  3인3색중 레드를 강추합니다. 다른색은 못봤습니다 ^^스틸 컷으로 볼수 없는 감동. 그것은 스쳐지나가는 것. 잡을수 없는 순간에 대한 아쉬움일까요.
엔젤스 인 아메리카 파트투 존버합니다.,엔인아 파트원을 보고 왔는데요.생각보다 극이 너무 어두운 분위기이거나 그러지않고 배우분들의 몰입감있게 연기를 해줘서 더 실감나게 볼 수 있었습니다.그리고 파트원 마무리 부분이 진짜 딱 다음 이야기가 궁금하게 끝나서 파트투도 얼른 보고싶네요.호불호 갈릴 수 있는 소재일 수 있지만 거부감없이 볼 수 있도록 해서 한 번쯤 봐도 좋은거 같아요~~엔인아파트투 연극 본 순간으로부터 존버합니다.엔인아 짱!
마음이 충만해지는 관람.,"오랜만에 관람한 정극.
최근에 뮤지컬만 연속해서 보다가 오랜만에 보게 된 연극이었습니다.
언니랑 함께 보면서
모든 배우들의 연기에 감탄했습니다.
마지막 커튼콜 후 김소진 배우와 함께 무대 뒤로 뛰어 들어가던 황정민 배우가 혼자 멈춰 되돌아보는, 스포트라이트 받던 장면이 굉장히 인상적이었습니다."
good,good
카지노사랑,"항상 볼때마다 같은내용임에도 불구하고 배우님들이 연기하시는게 달라서 내가 느끼는 감정들이 매회 달라지는..
더운날씨에도 불구하고 좋은 연기보여주셔서 감사합니다"
"꽃, 별이지나",자첫했을때도 너무 좋았지만 자둘역시 너무 좋았던 공연이었어요.보면서 부모님 생각이 많이 나서 더 울었던것 같아요.좋은 극 올려주셔서 감사합니다
"꽃,별이 지나","왜 꽃과 별인지 뮤지컬을 다 보고서야 알게 되었다.
꽃이 되고 싶었던 할머니와 지원이가 결국에는 미호에게 별이 되어 주었구나 하는 생각이 들었다.

처음에는 이해가 되지 않았던 장면들이 커튼이 내려지자 아 그렇구나 하고 마음에 다가왔다.

마지막에 미호가 슬픔을 극복하고 다시 세상을 향해 나아가는 장면이 울컥했다.

사람은 누구나 상처와 죄책감을 가지고 살아가지만
그 상처와 죄책감을 어떤 태도를 가지고 대하느냐에 따라 절망을 떠앉고 살아가느냐 아니면 희망을 품고 살아갈 수 있는지에 대한 해답을 주는 것 같았다.

전체적으로 분위기가 무거워 당황했지만 
기회가 된다면 다시 한번 보고 싶은 뮤지컬이었다."
최고의 연극~~,"남편이랑 오랜만에 대학로 데이트 왔는데 ""죽여주는 이야기""연극 보고 간만에 행복한 기분 느끼고 갑니다. 너무 유쾌하고 즐거운 시간이였어요.
아직 안보셨다면 강추합니다!!!"
아이들과 함께한 재밌고 즐거운 연극관람~!,아이들도 너무 재밌게 봤어요^^
죽여주는 이야기,"너무 재밌고 진짜 블랙 코미디에 정석 느낌? 
너무 재밌습니다!"
배우들 연기 최고,아역배우를 포함하여 모든 배우들의 연기가 돋보였던 공연입니다
두번째관람,"일주일만에 취소표 겨우잡아서 다시 관람했습니다
첫관람때 앞자리 커플의 다정함에 집중렬떨어져서 아쉬움이 컸었는데, 역시나 다시 보니 놓친부분들이 있더군요
다시보길 잘했습니다 .연극을 본게 아니라 그 인물들을 본것 같아 모든게 만족스럽습니다"
존잼,러닝타임이 길지만 집중해서 시간 호다닥이네요
잼있어요,얼굴이 잼있네요..
역시..,현대식 해석이라고 해 고민하다가 보게 되었는데요. 정말 후회 안 합니다.(핸드폰은 좀....)무대 연출과 사운드와 전투 씬 등... 맥베스의 긴 대사를 그렇게 절절하게 말하는 황정민 배우 최고입니다.
심도 깊은 대사들과 배우들의 열연이 더해진 극,지난 주말에 엔젤스 인 아메리카 처음 관람했어요200분이라는 러닝타임 걱정했었는데 막상 보니까 시간가는 줄 몰랐어요배우분들의 열연 넋놓고 봤네요대사들도 계속 생각하면서 집중시키는 매력 있었어요 이런 무게있는 연극도 재밌구나 처음 알았어요또 보고싶어서 다른 날짜도 예매하고 또 기다립니다! 최고
최고의 연기와 최고의 관객들!,"뉴욕 ''슬립노모어'' 에서 맥베스를 보고 적지 않은 충격을 갖고 있었는데한국에서 황정민 배우 주연으로 공연한다길래 정말 보고 싶었습니다.예매 광탈하고 잠시 깜빡하고 있었다가 우연히 들어간 인터파크 티켓 사이트에 vip 정중앙 자리 하나가 보이더라구요 .바로 예매하고 다음날 관람할 수 있었습니다.대학로 연극도 많이 보곤 했었는데 전 국립극장이 주는 그 긴장감이 좋더라구요.1시간반동안 인터미션없이 진행된 맥베스는 정말 훌륭했습니다.미디어에서만 보던 황정민 배우의 연기를 실제로 볼수 있어서 좋았고송영창, 송일국 배우들도 너무 멋있었어요.특히 마녀 세분에게는 진심으로 박수 보내드리고 싶구요.연극이 끝나고 커튼콜에 누구하나 핸드폰 꺼내지않고 오롯이 배우를 위해 기립박수 치는 모습에서정말 훌륭한 공연을 봤다는 생각이 들었습니다맥베스, 볼수 있어서 영광이었습니다!"
우왕!!,잘봤어요..~~
재미있어요,재미있어요
재미있어요,아쉬운 부분도 있지만 배우들 열연은 빛나요
즐거움과 아쉬움이~!,"재미있는 마술과 위트있는 멘트, 유익한 내용 까지 3박자 고루갖춘 연극이라 생각합니다!
저와 아들 그리고 아들 친구까지 3명이서 관람했는데..아들은 연극 그 자체를 즐거워했으나 아들 친구는 마술쇼를 기대하고 온터라 아쉬움을 내비쳤습니다. 정말 재밌게 봤지만 마술을 좀더 다양하게 보여주었으면 하는 아쉬움이 있어요~그래도 감사합니다. 즐겁게 봤어요!"
즐겁지만 아쉬운..,"재미있는 마술과 위트있는 멘트, 유익한 내용 까지 3박자 고루갖춘 연극이라 생각합니다!
저와 아들 그리고 아들 친구까지 3명이서 관람했는데..아들은 연극 그 자체를 즐거워했으나 아들 친구는 마술쇼를 기대하고 온터라 아쉬움을 내비쳤습니다. 정말 재밌게 봤지만 마술을 좀더 다양하게 보여주었으면 하는 아쉬움이 있어요~그래도 감사합니다. 즐겁게 봤어요!"
^,"강추합니다
잘봤습니다"
신선한 소재,"예전에 대학로 다른 연극에서도 살인사건을 주제로 범인을 추리하는 연극을 본 적 있는데, 너츠는 기존 형식과는 다른 전개라 흥미로웠어요.그리고 반전의 반전! 또 반전! 배우분들의 시선처리나 대사에 집중해주세요!"
놀랐어요~,"200분공연은 처음이라..그런데 지루하지않고, 몰입도도 좋고 무대장치도 좋고 배우님들도 잘이끌어주셨어요~"
배우들 발음과 연기가 좋고 무대 쓰임도 멋진데 최악의 경험.,"배우들 발음과 연기가 좋고 무대 쓰임도 멋져서 열악한 환경임에도 불구하고 몰입 가능.(1층 가운데 블럭 맨 뒤라 시야 안 좋은 건 각오했으나 앞자리 관객은 쉴새없이 목을 꺾어대고(그나마 앞으로 잔뜩 숙이고 보는 건 초반에 한마디 함), 왼쪽에선 핸드폰 진동 울리고 수시로 확인, 중간에 앞쪽으로 가던 어셔 구둣소리도 너무 컸음)"
대본이 좋네요,워낙 좋은극이라는 이야기를 듣고가서 그런지 재밌었습니다
일정이 갑자기 생겨서 못 갔어요,광복절에 다시 보러 갈게요. 흑흑기대하고 있었는데 슬퍼요
좋아요,좋았어요  줄넘기짱~!~!
너무 감동+힐링+즐거운 시간이었어요,저는 책을 오디오북으로 다들었는데 목소리가너무 비슷해서놀랐어요 ! 그만큼 연기를 너무 잘하시는 거졍 ㅠㅠㅠ 다 아는내용이었는제도 불구하고 감동적이라서 눈물날뻔했어요 ㅠㅠㅠㅠㅠㅠ 관객이 많지않음에도 불구하고 명연기를 펼쳐주셔서 너무 감동이었습니당
이기동짱!,튤기동짱!!!!!
재밌엇어용,좋았ㅇㄴ었습니다
좋아요,재밌었어요
죽여주는 이야기,재밌게 잘 봤습니다:)
연기짱,세종 와주셔서 감사함다
추천합니다.,"올해 3번째 연극유승호배우님이 처음으로 연극에 도전한다고 해서, 호기심에 예매했습니다.연극 내용을 모르고 예매해서 기대 반 설렘 반으로 공연을 본것같아요.연극은 제 예상보다 훨씬 흥미롭고 재미있었습니다.성소수자들에 대한 이야기라 생소한 주제였지만, 다름에 대하여 이해하려는 계기가 되었고,미국식 유머를 재치있게 연기하신것도 재미있게 보았습니다.유승호,정혜인님이 연기하신 회차를 보았는데,보고나니 손호준,고준희님이 연기하시는것도 보고싶어지네요!"
가족들과 즐거운 시간 보내습니다.,"너무 재미있어서 조카들 데리고 재관람했습니다.
만족스럽게 즐거운 시간 보내고 왔습니다.
감사합니다^^"
이과연극이군요,묘한 분위기에서 함께 우주를 유영하고 있는 기분이었어요. 오랜만에 보는 12언어연구소 연극 반갑고 좋았습니다
재밌었어요,"시간 순삭
배우분들의 연기가 최고였습니다"
재밌어요,재밌어요
오랫만에 신나게 웃다왔어요,시간가는줄 모르고 봤네요 너무 많이 웃어서 목이 아팠습니다 ㅎ
너무 재밌어요ㅎㅎ,"너무 재밌어서 또 보러갈께요ㅎㅎ
민지나배우님 너무 잘해여ㅎㅎ"
대학로 데이트 최고의 선택!!!,배우분들 다들 예쁘시고 잘생기시고 유머감각도 있으시고 연기도 정말 최고였습니다!! 극 내용도 유치하지 않은 몽글몽글 러브스토리 였습니다 ㅎㅎ 덕분에 남자친구랑 재밌는 시간 보냈습니다!!
즐거웠습니다,마술이란 주제에 부족하지 않도록 스토리 곳곳에 마술을 많이 넣어놨습니다 슬픈 장면에선 관객석에서 훌쩍이는 소리가 많이 들렸었어요 감동적이고 신기했습니다
기대한 만큼!!,"기대한 대로 황정민 배우님, 송일국배우님 연기가 좋았습니다.무엇보다 김소진 배우님의 연기가 너무 좋아서 몰입할 수 있었습니다.무대는 아쉬움이 남는게 사실입니다. 재밌게 잘봤습니다!"
파트투 기대됩니다,친구가 유승호는 천사래요 ㅋㅋ파트투 기대됩니다.
재밌어요,배우들 연기가 너무너무 좋아요
재밌는 공연이였어요!,"1시간 동안 다양한 효과와 배우분들의 열연으로 너무 재밌었어요! 아이와 함께 푹 빠져서 봤네요^^
즐겁게 공연 잘 봤어요~~"
폴리팝 너무 잼있어요,두들팝 보고 폴리팝도 보러왔는데 기대한 보람이 있어요~^^ 하이팝도 보러올게요!!!
재밌어요,"아이가 정말 좋아합니다
무대가 참신해오!"
강력추천,"대학로 로코연극중에 가장 재밌고 흥미로운 공연이었어요.
이창한 배우님 제2의 조정석님으로 더욱 승승장구하시길 바래요.
정승환 배우님 죽여주는이야기 공연만 몇번을 봤던 팬이예요. 더 멋진 연기.감사해요!♡"
맥베스 최고였습니다,많은 뮤지컬 연극등을 봐왔지먼 정말 최고였습니다
가족들과 재밌게 봤습니다.,5명 관람했는데 모두 만족한 연극입니다.
좋았어요,"배우들의 열연이 좋아요.
공연장 위치가 아쉽지만요"
파트 2  제발ㅠㅠ,파트 2가 나와야만 해요ㅠㅠ 나 안 찾아보고 기다릴꺼야ㅠㅠ
기존과 다른 색다른 공연 방식??,"제가 그간 봐왔던 연극은 일부 관객 참여형이 있긴 했었지만, 스토리에 중점을 둔 연극들이었습니다. 그러나 핫식스는 연기자와 연기자와의 대화 방식보다는 연기자와 관객과의 대화가 더 많았습니다. 그래서 연극이라기 보다 강연 같다는 느낌이 더 들었습니다.물론 재미는 있었습니다.그러나 약간 고리타분한 개그가 나오거나 예상 가능한 클리셰등은 아쉬웠습니다.그래도 볼만한 연극으로 추천합니다 ㅎ"
