title,content
추억의 깊은 울림 그리고 하모니,"저스틴허위츠, 엔니오 모리꼬네, 한스짐머, 레널드 번스타인, 한국영화음악, 히사이시 조의 명곡만을 뽑아 만든 시간이 어찌흘러갔는지 모를 1분 1초가 아까운 공연!
옛추억을 다시금 꺼내어주는 근현대 영화사의 명곡들을 80분 안에 고스란히 압축해놓은 선물같은 공연!

첫연주인 라라랜드의 City of Stars에서 마음을 다독이는 듯 클라리넷의 리드 연주가 특히 기억에 남고 Love affair연주에서는 음이 가슴에 스며지는 듯 느껴져서 가슴이 시릴 정도였다. 시네마천국 ost에는 흘러간 동심에 대한 그리움과 애잔함을 느낄 수 있었다. 넬라판타지, 웨스트사이드스토리의 ost에서는 또햐 성악가의 출현으로 콘서트가 더욱 풍성해지는 경험을 했고 마지막 곡 토토로 ost에서는 선율의 경쾌함과 눈부심에 눈물이 날 정도였다. 모든 공연이 더할 나위없이 좋았다.

지휘자의 기량과 최소한의 악기로 꾸려졌으나 그 이상을 보여준 오케스트라의 하모니에 찬사를 보낸다. 특히 제1바이올리니스트의 리딩은 인상깊었다.

굳이 아쉬운 점이라면,
Love affair 영화편집 장면이 음악에 비해 짧고
히사이시조 애니메이션에는 내용소개가 없었다는 점 정도.

내 마음 속 잊고 지냈던 소중한 보석상자를 열어주는 것 같은 감사한 공연이었다♡"
월드시네마마티네콘서트,"롯데콘서트장 마티네콘서트
한여름 영화명장면을보면서 듣는영화음악
라라랜드로 시작해서 점점더 뭉클해지는 감정을 받으면서 그때의명장면들이생각나서 더 좋았던 콘서트였어요
진주만 너무 재밌게본영화 영화음악을 들으면서 너무 좋았어요

아직 안본 영화음악을 들으면서 영화를 찾아서 봐야겠다는 느낌도 받았네요

중간중간 테너분들의 오페라출연으로 긴장감을 더 업시켰던 콘서트

다음에 더 좋은 영화음악을 기대 할게요 파이팅~~^^"
2024. 8. 7 루카스 & 아르투르 유센 듀오 피아노 콘서트,"루카스 & 아르투르 유센. 네덜란드 피아니스트 듀오로 둘은 친형제. 구독하고 있는 도이치 그라모폰 유튜브 채널에서 추천영상으로 떠서 본 적이 있다. 사실 형제가 피아노 듀오를 메인으로 활동하는 경우는 좀 드물다. 당장 떠오르는 국내 피아노 연주자로 임동민 & 임동혁 형제가 있지만 가끔 듀오로 연주하지 팀처럼 함께 하지는 않느다. 피아노 듀오 작품들의 연주 또한 주로 유명 연주자들이 호흡을 맞추는 경우가 대부분. 반면 루카스 & 아르투르 유센 형제는 포핸즈에 특화된 연주자로 클래식계의 틈새시장을 잘 공략한 연주라라 볼 수도 있을 것 같다. 첫번째 모차르트 네손을 위한 피아노 소나타 KV 521은 모차르트의 마지막 듀엣 소나타로 두 연주자가 한 피아노를 함께 연주하는 피아노 연탄용 작품이다. 1악장은 활기차고 섬세하게, 2악장은 서정적이고 부드러운 멜로디로 3악장은 유머와 우아한 분위기의 론도로 마무리 한다. 음악만 들어도 모차르트 작품이구나 하고 금방 알아차릴 수 있을 정도로 모차르트 분위기의 작품.두번째 슈만 두 대의 피아노를 위한 안단테와 변주곡은 단악장으로 약 15분 내외로 연주된 것 같았다. 모차르트 연주를 끝나고 각자 피아노 앞에 앉아서 마치 경쟁하듯 연주를 했다.세번째 작품이 낯설은 작곡가 비트만의 작품이었는데, 이 작품의 연주 역시 두 대의 피아노로 연주하였다. 아무래도 선율은 넘은 음향적인 요소가 많이 들어간 현대음악이다 보니 각자 악보를 가지고 보면서 연주하였고 의외로 현대음악이라는 이질감 없이 작곡가의 다양한 시도를 엿 볼수 있는 작품이었다. 무엇보다 이 작품에서는 유센 형제의 열정적인 연주를 볼 수 있었다.인터미션 후 드뷔시의 연주. 이 작품은 피아노 연탄. 개인적으로 드뷔시의 피아노 작품을 좋아하는 데 유센 형제는 이런 감상적인 분위기의 연주에서는 일심동체가 되어서 연주하는 동작 또한 상당히 재미로 보였다. 연주 뿐만 아니라 이런 모션과 동작에서 청중들에게 솔솔한 재미를 주는 것 같다.마지막 라흐마니노프의 작품으로 마무리. 커튼콜 후 열광적인 관객들의 호응에 힘입어 앙코르 곡을 3개나 들려 주었다. 특히 마지막 바흐의 하느님의 시간이 최상의 시간이로다는 DG 유튜브 채널에서도 볼 수 있는 매력적인 연주 였다.개인적으로 이렇게 실황으로 피아노 듀오 연주를 본 적은 처음인 것 같다. 공연장에 빈자리가 꽤 많았지만, 유센 형제는 클래식계의 아이돌이라 할 정도로 매력적인 외모. 팬들과 관객들을 위한 매너. 뛰어난 피아노 연주의 실력 등 형제들끼리 싸우지 않는 한 앞으로도 한국에서도 많은 팬들을 확보할 충분한 연주팀이 아닌가 싶다."
명불허전 라보엠,"스케줄 때문에 오늘까지 고민하다 현장구매했는데, 안보면 후회할 뻔 했네요. 행복한 밤이었습니다!"
오페라에 즐거움을 알았어요,너무 즐겁고 행복한 공연이었어요. 실력은 기본이고 위트에서 반했어요.
너무나 수준 높은 멋진 공연이었습니다.!!!,"정말정말 감동적이었습니다.
이렇게 멋진 공연을 2회만 하신다니 너무 아깝습니다. 내일 현장구매로 다시 보려고요
감사합니다."
좋았어요.,유명한 영화들 ost라서 귀에 익은 음악들이라 공연 아주 즐겁게 관람하였습니다. 평일 오전에 알찬 시간 보낼수 있어서 아주 보람찼습니다. 감사해요~~~
손민수의 브피협,"손민수 선생님의 브피협 정말 최고였습니다
오케스트라도 열정을 느낄수 있는 좋은 연주였습니다"
재밌었어요,최고네요♡
굿,좋은시간이었습니다.
연주는 좋았어요,"연주는 매우 열정적으로 해주셨는데
설명과 안내다 좀 더 친절했으면 합니다..

인다코콰르텟이 어떤 그룹인지 정보가 너무 없어요
베토벤을 중심으로한 레퍼토리인데 왜 작자미상과 슈베르트 곡을 연주한건지.. ㅠ
어떤 연관이.있는건지 설명이 너무 없어요"
매달 가는데,너무 공연이 좋아요
관객과 하나된 음악,중반쯤 성악과 현대음악 즉 많이 들었던 명곡들을 피아노 관현악 타악기의 조화로 관객과 하나되는 감동을 느꼇고 관객의 기립박수로 콘서트홀이 가득찼네요.
오페라 팔리아치,연극 극중에 사랑이라는 증오심에 얽매여 실재연극중 살해함.
별이 5개가아님ㅜㅜ,"별이 5개가아니라 ☆×10000개는 필요함ㅜㅜ
영상도보고 연주자님들도 보느라 눈이 바쁘지만
너무나도 멋있는 연주입니다.후회없이 또보고싶습니다.
연주만들어도 멋진연주였습니다ㅎㅎ"
진심 대만족^^,"별이☆×100000  5개로 부조합니다ㅜㅜ
영상빼고 노래만들어도 너무좋았을것같아요.
영상도 같이 보니 연주자분들도봐야하고 영상도봐야해서 눈이 계속 왔다갔다해서 너무힘들었어용ㅜㅜ 진짜 너무멋져요ㅜㅜ"
캐리비안의 해적 라이브 인 콘서트 대대대대만족이에오,"오케스트라에 관심이 없는 남자친구가 유일하게 캐리비안의 해적 ost 오케스트라를 영상으로만 즐겨 보길래 직접 보여주러 갔어요! 
영화에 나오는 bgm을 처음부터 엔딩 크레딧까지 모두 연주해주니까 정말 웅장했고 화면에서 음악이 나오는 게 아닌가 헷갈릴 정도로 싱크로율이 정확하더군요..
남자친구가 눈물이 정말 없는 편인데 가장 좋아하는 노래를 라이브로 생생하게 들으니까 중간중간 눈물이 날 뻔 했대요 
캐리비안의 해적을 제대로 본 적 없는 저도 감상하는 내내 소름이 몇 번이나 돋은 지 모르겠네요

2시간이 넘는 시간동안 거의 쉬지 않고 연주하신 오케스트라 단원분들과 지휘자분 정말 고생하셨어요.. 남자친구의 잊지 못할 추억을 만들어주셔서 감사합니다!"
에팅거 지휘 브루크너 교향곡 4번,"브루크너 탄생 200 주년을 기념하는 연주회가 다양하다. 4번은 제목이 ''romantic''인데, 멜로디는 낭만적일지 몰라도 그걸 들려주는 방식은 벽돌을 쌓아 올리듯이 꼼꼼하다. 관악과 현악의 grand scale이 한마디로 청중을 압도하는데, 그러면서 푹 빠져들게 하는 마력이 있다. 지휘자와 오케스트라의 호흡도 2악장부터는 안정되면서 파워도 대단했다. 브루크너의 교향곡은 ''현장에서'' 라는 말은 옳다. 올 하반기에 나머지 그의 교향곡들도 놓치면 안되겠다."
"아름다운 공연, 새로운 공연","?
오페라 가수 디스테파노와 마리아 칼라스에 대해 알고 계신가요?
?
다큐멘터리 오페라라는 장르로, 
세기의 듀엣이었던 디 스테파노와 마리아 칼라스가 불렀던 곡들을 연극과 오페라 가수의 공연으로 만나볼수 있었습니다.
?
저는 굉장히 신선했는데요.
?
실제 디 스테파노와 칼라스의 음성을 들을 수도 있었고
?
테너 김경호, 바리톤 강주원, 소프라노 이수연, 니노 마차아제의 연기와 노래도 만나볼수있었습니다.
?
더운 한여름밤의 시원한 음색들을 만나 마음이 시원해졌던 공연이었습니다.
?
관객들의 브라보!! 호응이 절로 터져나올만큼
훌륭한 무대들이 이어졌어요. 좋은 공연 만들어주셔서 감사합니다"
캐리비안의 해적을 좋아해서 재밌었어요,"오케스트라 연주를 들으면서 영화를 보는 맛이 있더라고요 매우 색달랐고 이런 느낌이 들 수 있구나~ 하면서 봤어요. 보통 영화를 볼 때 이 정도로 리얼한 사운드를 듣지는 않는데, 그래서인지 다 아는 내용인데도 몰입감과 긴장감을 주더라고요 좋은 경험이었습니다~"
"황제., 영웅","평창 오케스트라, 엔리코 파체 피아노 협주곡은 관객 을 사로잡 았다 . 지휘자 이승원 씨도 지휘하는모습 이 정말 훌륭하고 .너무 멋진 연주 엔리코 파 체 검색해보니 지휘, 작곡 하셔서 그런지 평창 오케스트라  와 피아노 연주는 완전 하나 처럼 춤추는듯 피아노 치시는모습 보면서 황제 , 정말 황홀 한지경이다 .영웅, 교향곡 다른 느낌~~!!70세에 손주하고 소통 하기위해 겨우 1년반 정도된  나는 언제 저렇게 연주할까?오늘도 렛슨 받기위해 연습한다 너무 유명한 임윤찬, 조성진, 손열음  그분들 하고 다른 음색 이다 동행한 분도 너무 멋지다고 70세 할머니들 양성원, 엔리코 파체 아르페지오네소나타 듣으면서  이글을쓴다 .내년을 기다려진다"
브라보~~~ 권현수 마에스트로,포니테일의 지휘자 《권현수 마에스트로》는 자신의 몸을 제대로 활용할 줄 아는 분이었다. 춤추듯 물흐르듯 포탄을 터뜨리듯 자유자재로 악단을 주무르는 카리스마.이번 공연에서는 커튼콜이 세 번이나 이어졌다. 늦은 시간이었지만 관객도 악단도 지휘자도 흥에 겨워 이 감동을 조금이라도 더 느끼려는 마음이 고스란히 전해졌다.기회가 된다면 권현수 지휘자와 소리얼 오케스트라가 전하는 환상의 콜라보를 한 번 더 만끽해보고 싶다.브라보~~~~~~
멋진 지휘와 공연이었습니다,"멋진 지휘와 플 편성 소리얼 오케스트라와의
하모니로 역동적이고 유려한 음악적 표현들이 뛰어났습니다."
최고였어요!,"34개월 아기를 데리고 가 본 첫 클래식 공연이에요
뮤지컬도 여러번 봤지만 중간에 나가자고 하는 아이라, 이 공연도 초반에 나가자고 할지도 몰랐지만 그만큼이라도 들려주고 싶어서 갔는데 90분 공연에 60분동안 아주 잘 즐기다가 돌아왔습니다! 아가 집중력으로 1시간이면 정말 만족하지만 공연선생님들께는 나갈때 죄송했어요. 뒷이야기 너무 궁금하네요~! 
1:1로 악기체험을 하는데 선생님들께서 일처럼 하시는 게 아니고 정말 재밌고 기특하다는 표정으로 알려주시고 칭찬도 많이 해주시고 웃어주시니 아이도 뿌듯해하고 보는 저도 너무너무 행복했습니다. 공연 내내 사회자선생님이 재밌게 이끌어주시고 연주되는 클래식 음악도 참 아름다워서 듣는 귀가 행복했어요..!!! 힐링 잘 하고 돌아왔습니다. 어린이를 위한 공연 감사해요. 자주 가고 싶고 자주 찾아 볼 것 같습니다. 후기 원래 잘 안쓰는데 너무 만족하여 일부러 남깁니다. 감사합니다~~~!"
최고였어요!,"34개월 아기를 데리고 가 본 첫 클래식 공연이에요
뮤지컬도 여러번 봤지만 중간에 나가자고 하는 아이라, 이 공연도 초반에 나가자고 할지도 몰랐지만 그만큼이라도 들려주고 싶어서 갔는데 90분 공연에 60분동안 아주 잘 즐기다가 돌아왔습니다! 아가 집중력으로 1시간이면 정말 만족하지만 공연선생님들께는 나갈때 죄송했어요. 뒷이야기 너무 궁금하네요~! 
1:1로 악기체험을 하는데 선생님들께서 일처럼 하시는 게 아니고 정말 재밌고 기특하다는 표정으로 알려주시고 칭찬도 많이 해주시고 웃어주시니 아이도 뿌듯해하고 보는 저도 너무너무 행복했습니다. 공연 내내 사회자선생님이 재밌게 이끌어주시고 연주되는 클래식 음악도 참 아름다워서 듣는 귀가 행복했어요..!!! 힐링 잘 하고 돌아왔습니다. 어린이를 위한 공연 감사해요. 자주 가고 싶고 자주 찾아 볼 것 같습니다. 후기 원래 잘 안쓰는데 너무 만족하여 일부러 남깁니다. 감사합니다~~~!"
환상적이었습니다만,"최고였던 무대와는 별도로, 옆에 앉은 할머니 할아버지들이 공연 내내 대화하고 소리내고 박수치고, 진짜 너무너무 힘들었네요 ㅠㅠ 하...................... 진짜.근데 무대는 최고. 권현수 지휘자님 최고, 감동이었습니다."
여름할링,더운여름 실내에서 늦는 히사이시조의 편안하고 정갈한 영화음악..정말 좋았어요.거창하지 않은 가벼운 오케스트라음악도 대미있었고 탬버린과 트라이앵글소리에 귀기울이게 했고...심벌즈의 매력 그리고 오조에소리의 매력을 알게된 음악회였습니다
멋진 음악회,한여름의 뜨거운 열기만큼이나 열정적이고 퍼포먼스가 멋진 지휘자와 연주자 덕분에 행복했던 음악회였다.
세기의 듀엣 마리아 칼라스와 쥬세페 디스페파노의 음악과 인생으로~,세기의 듀엣 마리아 칼라스와 쥬세페 디스페파노의 음악과 인생을 한껏 느낄 수 있는 신선한 공연이였습니다. 다큐멘터리 영상과 함께 펼쳐진 연기와 오페라 공연은 무척 멋드러지게 잘 어울렸고 실제 주인공들의 생을 따라가면서 생생하게 그들의 이야기를 들을 수 있었네요!!
역시 유키구라모토,역시라는말이 절로나오네요
좋았습니다,"지브리 노래를 좋아해서 유튜브로 종종 듣는데 붉은돼지의 돌아오지않는 날들은 예상치 못하게 좋았습니다. 제게 익숙한 음악이 아니었는데, 너무 좋았던 것 같아요. 바이올린을 연주하시는 분들은 학생이 많은 듯한 느낌이었습니다. 좀 더 웅장하게 진행되면 더 좋을 것 같아요~"
아우구스투스 황제와 혁명 그리고 나폴레옹,최고였습니다.
감동적인 뉴에이지 라이브 공연,어릴적 부터 오랫동안 들어왔던 유키구라모토 음반을 원작자의 라이브로 들을 수 있어 잊지못할 경험을 한 것 같습니다. 특히 아내가 더욱 좋아해서 만족스러웠습니다.
처음보는 오케스트라공연,"지브리 평소에 너무~ 좋아하는데 안산에서 공연이 열린다고 해서 정말 신나게 예약을 했답니다.
지인들 중 다른 지역에서 한 공연을 보고 
오케스트라 소리나 성량이 별로라는 후기를 전해 듣긴 했지만 오케스트라공연을 처음 접하는 저로서는 그닥 와닿지 않아 보러갔습니다.????

공연을 본 후기는 저는 만족만족!!
눈 앞에서 여러 악기의 소리가 어우러져 좋아하던 노래가 들리니 감동이었답니다.

또 피아노.. 너무 예쁘셔가지고 계속 보고 있었그여. 예쁘신데 피아노도 잘치시고.♡

뮤지컬도 아니고 표정 볼 필요가 없지 싶어 G자리에 앉았는데 조금 더 가까워도 좋을 뻔 했다는 생각이 들었습니다.

아쉬운 점으로는 직원분들이 주의사항을 전달해주실 때 소리가 너무 작아 마이크를 사용하시거나, 녹음 기능 등을 사용해야할 것 같습니다.
또 영상, 사진, 녹음 안되는 공연인데 관객 중 계속 찍으시는 분들 관리가 잘 안되서 관리 방법을 찾아주심 좋을 것 같습니다."
처음보는 오케스트라공연,"지브리 평소에 너무~ 좋아하는데 안산에서 공연이 열린다고 해서 정말 신나게 예약을 했답니다.
지인들 중 다른 지역에서 한 공연을 보고 
오케스트라 소리나 성량이 별로라는 후기를 전해 듣긴 했지만 오케스트라공연을 처음 접하는 저로서는 그닥 와닿지 않아 보러갔습니다.????

공연을 본 후기는 저는 만족만족!!
눈 앞에서 여러 악기의 소리가 어우러져 좋아하던 노래가 들리니 감동이었답니다.

또 피아노.. 너무 예쁘셔가지고 계속 보고 있었그여. 예쁘신데 피아노도 잘치시고.♡

뮤지컬도 아니고 표정 볼 필요가 없지 싶어 G자리에 앉았는데 조금 더 가까워도 좋을 뻔 했다는 생각이 들었습니다.

아쉬운 점으로는 직원분들이 주의사항을 전달해주실 때 소리가 너무 작아 마이크를 사용하시거나, 녹음 기능 등을 사용해야할 것 같습니다.
또 영상, 사진, 녹음 안되는 공연인데 관객 중 계속 찍으시는 분들 관리가 잘 안되서 관리 방법을 찾아주심 좋을 것 같습니다."
처음보는 오케스트라공연,"지브리 평소에 너무~ 좋아하는데 안산에서 공연이 열린다고 해서 정말 신나게 예약을 했답니다.
지인들 중 다른 지역에서 한 공연을 보고 
오케스트라 소리나 성량이 별로라는 후기를 전해 듣긴 했지만 오케스트라공연을 처음 접하는 저로서는 그닥 와닿지 않아 보러갔습니다.????

공연을 본 후기는 저는 만족만족!!
눈 앞에서 여러 악기의 소리가 어우러져 좋아하던 노래가 들리니 감동이었답니다.

또 피아노.. 너무 예쁘셔가지고 계속 보고 있었그여. 예쁘신데 피아노도 잘치시고.♡

뮤지컬도 아니고 표정 볼 필요가 없지 싶어 G자리에 앉았는데 조금 더 가까워도 좋을 뻔 했다는 생각이 들었습니다.

아쉬운 점으로는 직원분들이 주의사항을 전달해주실 때 소리가 너무 작아 마이크를 사용하시거나, 녹음 기능 등을 사용해야할 것 같습니다.
또 영상, 사진, 녹음 안되는 공연인데 관객 중 계속 찍으시는 분들 관리가 잘 안되서 관리 방법을 찾아주심 좋을 것 같습니다."
너무 안락한 삶,"서울에 사는 사람인데 남쪽 끝 통영까지와서 음악회를 가는게 맞을까? 싶었지만 후회없는 선택이었다. 
너무 쾌적하고 안락했다. 
공연 전날 알아서 애매하고 급하개 본 공연이었지만 인터파크앱을 통해 쉽게 결정했고 좋은 기회를 얻었다.
앞으로 더 인터파크 앱을 자주 쓰게 될 것 같은 확신이 들었다."
감동이 전해진 공연,"그저 히사이시조 작곡가님의 노래도 좋고 훌륭하지만 오케스트라 연주자분들의 손끝이 그렇게 아름다울 수 없었어요. 악기를 내려놨다 들어올리는 그 순간에 모두 한마음이 되어 들어올리고 손의 움직임은 웅장한 노래소리만큼 큰 전율과 감동이었습니다. 공연이 끝나고 느낀 생각은 지브리 음악을 들으러 왔지만 정말 아름다운 예술 공연을 본 느낌 .. 음악보다 소리를 만들어내는 분들이 예술 그자체이구나 생각했습니다 :>. 귀로 즐겁고 눈도 즐겁더라구요, 예매하길 정말 잘했다 생각했어요."
동심을 불러 일으키는 멋진 공연,늘 유튜브로만 듣던 지브리 ost 를 현장에서 들으니 확실히 느낌이 다르네요. 오랜만에 동심의 세계를 경험하게 해준 멋진 공연이었습니다.
아이들과 함께 할 수 있는 오페라,오페라 하면 어려워서 살짝 거부감이 먼저 드는데이 작품은 쉽게 잘풀어내서 아이들도 함께 보기에 좋을 것 같았다원어로 노래하지만 대사를 많이 넣어서 아이들도 극을 이해하기 좋을 듯했고아이들배우들도 함께 해서 아기자기하니 좋은 작품이었다
역시 황제! 그리고 영웅,베토벤의 황제는 정말 아름답습니다. 좀 일찍 도착해서 피아노 연주자의 연습소리도 잠시 들렸는데. 역시!! 최고입니다.
역시 황제! 그리고 영웅,베토벤의 황제는 정말 아름답습니다. 좀 일찍 도착해서 피아노 연주자의 연습소리도 잠시 들렸는데. 역시!! 최고입니다.
정말 멋진 공연,정말 멋진 공연이었습니다. 역시나 개막공연! KBS교향악단..첼로 소리. 너무나 아름다운 공연이었습니다. 평창음악제가 오랫동안 유지되길 기원합니다.
정말 멋진 공연,정말 멋진 공연이었습니다. 역시나 개막공연! KBS교향악단..첼로 소리. 너무나 아름다운 공연이었습니다. 평창음악제가 오랫동안 유지되길 기원합니다.
재즈피아노,베토벤뿐만 아니라 여러가지 멜로디를 재즈로 연주하는 멋진 음악회었습니다. 바로 앞에서 볼수 있어 더 좋았습니다.
재즈피아노,베토벤뿐만 아니라 여러가지 멜로디를 재즈로 연주하는 멋진 음악회었습니다. 바로 앞에서 볼수 있어 더 좋았습니다.
아름다운 클라리넷,역시 평창음악제. 올해도 너무 좋았어요. 오래오래 계속되길..
아름다운 클라리넷,역시 평창음악제. 올해도 너무 좋았어요. 오래오래 계속되길..
또듣고싶은 감동,공연보는 내내 지브리 영화 장면들이 그려지고 너무 좋았어요
오르간 오딧세이,시간만 허락된다면 꼭 관람할만한 공연
재밌었어요,"부모님 모시고 관람했어요.
모두들 실력 참 좋으시네요"
재밌었습니다,"오랜만에
오페라 관람했네요 힐링했습니다 ^^"
메인 연기자 컨디션 난조로 조금 실망스러웠어요,렉처 프로그램이 너무 재밌어서 기대가 컸을까요..  피가로는 아주 뛰어났고 로지나는 잘했다고 생각합니다.
지브리 음악을 좋아하는 사람들에겐 필수인 오케스트라,"동생과 함께 관람했습니다. 사전에 어떤 음악을 공연하는지 공지가 되어 해당 노래들을 여러번 듣고 갔습니다. 오케스트라는 처음이었음에도 몰입되어 두시간이 순식간에 지나갔네요. 지휘자의 열정적인 모습과 오케스트라 구성원들의 섬세한 연주에 놀랐습니다.
다만 한가지 아쉬웠던 점은 뒤에 빔을 쏘아 어떤 장면이았는지 같이 나왔다면 처음 듣는 사람도 이해하기 쉬웠을 것 같다 생각했습니다~
저는 다음에 또 갈 것 같네요 ㅎㅎ"
여운이 쉽게 가시지 않는 감동적인 공연!,"영화랑 오케스트라 둘다 좋아하는 저로써는 필름콘서트를 종종 가게되는데 좋아하는 캐리비안의 해적 라이브 콘서트라니 안 갈수가 없었어요!ㅠㅠ 언제 다시 할지 모르는 공연이기에 무작정 예매!!들어가자마자 무대를 가득 채운 의자를 보고 우와! 하고 놀랐는데 이번에 오케스트라에 남성 합창단까지 있어서 공연 내내 풍성한 음악이 롯콘홀을 가득 채웠고 정말 영화속에 들어간 것처럼 현장감 넘치는 영화를 즐길 수 있었습니다! 솔직히 처음에는 스크린은 앞에, 대사는 콘서트홀 천장의 스피커에서, 오케스트라 음악은 하단 무대에서 나오다보니 �� 너무 각각 따로 노는가...? 싶었는데 조금 있다가 적응이 되고나니 오히려 입체감있게 느껴지더라구요! 그리고 확실히 대사와 오케 음악이 분리되어 들려서 저는 더 좋았습니다.기존 ost콘서트에서 짧게 들었던 곡이었는데 이렇게 영화 전체 ost를 오케스트라 라이브로 들을 수 있는 기회라니 정말 후회없는 선택이었네요ㅜㅜ 기존 영상없는 콘서트에서는 음악을 들으며 영화 장면을 머리속으로 회상하고는 했는데... 눈앞에 잭 스패로우가 등장하면서 터지는 ost에 입틀막... 중요한 씬들이나 클라이막스에서 롯콘홀을 가득 채운 빵빵한 음악이 정말 몰입감을 더해주는데 정말 좋았습니다ㅠㅠ항상 기대 이상의 공연을 보여주시는 위필오케스트라의 연주도 정말 좋았고 앞으로도 라이브필름콘서트를 계속 열어주시면 기쁨의 소리를 지르면서 예매하겠습니다!더운 여름날 시원한 소름을 선물해주셔서 감사해요!"
내마음의 진정한 영웅 루트비히,대관령음악제 개막공연에 이어 폐막공연을 본건 이번이 처음이지 싶다~ 아마추어 오케 첼로를 하고 있어선지  유독 베토벤에 애정이 가는건 아마도 심포니에 첼로 멜로디의 비중을 많이 넣은 음악가여서 일게다. 오랜만에 영웅에 심취했다  쿵쾅거리는 심장과 곁들인 관과 현의 눈부신 조화는 오랜만이다 ~얼리버드티켓시간을 놓쳐서 전전긍긍했던차에 우연히 다른분이 취소한걸보고 번개같이 신청해서 얻은 맨앞줄좌석 감동이었다 인터파크 티켓을 통해 얻은 올여름 최고의 선물로 올한해 잘보낼수 있을 듯하다~~
오페라 너무 좋았어요,"공연장이 음향이 좋고 시설도 깨끗하여 몇번 가봤는데
세빌리아 이발사는 내용이 재밌어서 기대하고 관람했 습니다
금욜 소프라노 팬인데 발랄한 연기도 노래도 너무 잘
하시더라구요
테너ㆍ바리톤 ㆍ베이스 모든 가수분이 다 잘하셔서 좋았습니다
바람이 있다면 이런 공연이 좀 많아졌으면 합니다"
환상적인 공연이었습니다,포르테나와 오케스트라와의 하모니가 환상적이었습니다 ♡ 엔니오 모리꼬네 음악과 포르테나 팀컬러와 잘 맞는 조합이었어요 다음 공연도 기대합니다
피아노 콘서트는 처음인데~,"이번 공연 홍보물 포스터 색감이 그대로 느껴졌던 공연~ 
정말 따뜻했던 멜로디~

피아노 콘서트는 처음인데 매력에 푹 빠져버렸다!!"
거장의 연주,화려하진 않지만 한음 한음 거장의 세월과 구력으로 연주하는게 느껴지는 좋은 연주였습니다.
너무 재밌었어요!!!,"가까운 곳에서 보는 오페라!!!!
오페라 공연은 이태리어로 사실 이태리어를 알지 못하거나 내용을 알지 못하고 가면 어려운데.....

이날 화면에 무슨 말인지 해석이 나와 더 이해하며
재미있게 관람했습니다.

개인적으로,
로지나 역을 맡았던 정성미 성악가님 연기, 노래 너무 잘 하셔서 좋았고, 피가로 역 맡은 안대현 성악가님 목소리 너무 좋아서 기억에 많이 남습니다????"
세빌리아의이발사,"집에서 가까워 우연히 티켓예매했는데 너무나 만족하고 즐거웠던 공연이었어요
오페라는 처음이라 잘 즐길수있을까 걱정이었는데 
기우였네요
너무나 좋은 공연이었어요
오페라 입문 잘했어요~"
감동의 무대,"무대 매너도 최고이고, 김해서부문화센터에 이어서 김해문화의전당까지 이런 소도시까지 와주셔서 공연해 주시니 너무 감동입니다."
롯데 콘서트홀 처음 가봤어요,필름 콘서트로 영화를 상영하며 깔리는 뮤직을 오케스트라로 연주하는 공연이였는데 생소하지만 재밌었어요
감동적 공연이였습니다,매번 오캐스트라는 정성이 느껴집니다!
여름 유쾌한 이야기,"즐거운 관람이였습니다
좋은 공연 감사합니다"
좋았습니다,클래식 콘서트가 좋았숩이다
캐리비안의 해적: 블랙 펄의 저주 라이브 인 콘서트,그것은 놀라운 경험이었습니다. 오케스트라는 영화와 함께 매우 부드럽게 연주했습니다. 영화 속 등장인물들과 사진을 찍는 것은 재미있었습니다. 저는 그 쇼를 매우 즐겼습니다.
오페라를 처음접한 아이와 남편 모두 너무 만족했네요,오페라 처음접한 남편과 남자아이도 너무 재밌게 봤구요 깨알재미도 숨겨주셔서 너무 좋았습니다
캐리비안의 해적 : 블랙펄의 저주 ost 오케스트라,"오케스트라는 처음이었는데 듣기에 어려움이 없는 공연이었어요. 평소 좋아해서 여러번 시청한 영화인데, 이렇게 노래가 웅장한 영화라는건 처음 알았네요 ! 중간에 쉬는시간도 있어 집중하기 어렵지 않았어요.
공연 전 후로 영화 속 캐릭터로 분장한 분들이 사진도 찍어주시고 너무 좋았습니다. 혼자 간거라 사진이 조금 민망햇는데 친절히 찍어주셔서 너무 감사했어요
전체적으로 봤을 때 가족, 애인, 혼자서도 즐길 수 있는 공연이라는 생각이 들었어요
추천합니다!"
최고였어요~!,"8살 아이와 함께하는 첫 공연이었어요~  
아이들을 대상으로 하는 뮤지컬 외에 이런 연주회 같은건 
처음이라서 2시간을 버텨낼수 있을지 정말 걱정이 많이 되었는데 다행이에요~!!"
세종 공연~,너무 좋은 공연이였어요~
사람의 목소리가 주는 커다란 울림,매년 오케스트라 연주만 보다가 올해는 특별히 뮤지컬성악가들의 미친 연기력놀라운 성량관객들의 정열적인 박수뭐하나 빠지지 않았던 공연!
Amazing 하네요...,"좋아하던 영화의 OST들을 오케스트라형태로 직접 들으니 그 웅장함이 장난아닙니다.
특히 마블... 너무 좋았어요"
신나고 유쾌한 오페라,재미있고 즐거운 공연이였어요 소프라노부터 베이스까지 각정 음역대의 노래도 듣고 무대도 너무 좋았어요
