title,content
유키 구라모토 공연,"인생 최고의 공연 이었습니다
피아노 선율과 음상이 머리속을 돌아다니며
상상의 세게를 펼치는 느낌이 었네요
이제까지 기계음과 퍼보먼스 시각에 익숙해져 있었다면
고전적이면서 진심에 가까운 착색이나 인위적인
느낌이 없는 근본에 가까운 음악이 아닐까 싶네요
마지막 레이크 루이스는 호수에 느끼는 감성을
피아노 선율로 표현 한다는게 대단하다는 생각이 드네요"
오...,색다른 매력이 있는 콘서트였습니다.클래식에 대해 문외한이었는데 대중성을 띄고있는 곡과 영화음악까지 들을 수 있는 콘서트이었습니다.
감사합니다!,저는 성악을 좋아하는 인문계 고등학생입니다. 그렇지만 평소 오페라를 접할 기회가 없어서 직접 오페라를 본 경험은 없었습니다. 그런데 방학 도중 새로운 경험을 해보고 싶다는 생각이 들었고 인터파크 티켓 앱에서 어쩌다 오페라 카테고리에 들어갔는데…마침 제가 보고 싶었던 <세빌리아의 이발사>가 공연 예정인 겁니다..!!너무나 신나긴 했지만 가격이 부담되지 않을까 생각했는데 가격까지 저렴해서 처음으로 오페라를 보게 됐습니다! 제가 기대한 만큼 재밌고 인상 깊었습니다..!그리고 실제로 듣고 싶었던 곡을 들을 수 있어서 좋았습니다.ㅠㅡㅠ 저렴한 가격으로 오페라를 접할 경험을 만들어 주셔서 진심으로 감사드립니다! (문장력이 떨어져도 이해해 주시길 바라요.. 아침에 일어나자마자 써서욥..ㅠㅠ!)
처음엔 낯설다가,"어느새 깊이 빠져들고
가장 깊은 여운을 마음에 품고 나옵니다"
너무 잘봤습니다..,"진짜 거짓말 안하고 기대이상의 공연이였어요..
너무너무 귀한 오르간과 피아노 듀오..ㅠㅠㅠ
한번만 더 볼 수 있으면 좋겠네요 !!
다음에 또 한다면 또 보러가겠습니다 !!
연주자 분들 감사합니다:)"
단촐하지만 훌륭했습니다.,리골레토의 박정민님 진짜 절름발이가 아닌가 순간 착각 했습니다. 연기 훌륭하셨습니다.
실망,"기대많이 했었는데 많이 아쉽네요...
특히 한스짐머 곡들은 듣기 괴로울 정도의 곡들도 몇곡 됐음.
연주가 이상한건지..편곡이 이상한건지..
지식이 없어서 뭐라 표현은 못하겠는데 아무튼 좀 그랬음."
바흐와 메시앙,"구름위를 걷는듯한 유려한 연주에 감동
메시앙의 작품을 처음으로 직관했는데 연주자들의 호흡이 완벽해서 멋진시간이었어요"
행복했습니다.,학창시절 너무나도 좋아했던 곡들을 이렇게 생생하게 들을 수 있어 감격이었습니다. 또 내한해주세요..!
Paul Ray 재즈피아노,베토벤의 작품을 오마주한 완벽하고 감동적인 공연이었어요 아티스트의 설명도 들을수있어 더 좋았어요 대관령 음악제는 매년 오고싶은 공연입니다
세트리스트가 좋았어요,운명 교향곡 오랜만에 들어서 좋았습니다
좋은 공연,먼거리를 오고 간 보람있었어요. 가까이서 좋은 공연 볼수있어서 만족스러웠습니다. 공연 전 연주자가 직접 진행한 렉쳐도 즐거웠어요
최악의 공연,프로그램이 좋아서 예매하고 기쁜 마음으로 공연을 보러 갔습니다. 그런데 제가 듣기에는 연주 준비도 부족한 것 같고 기대한 수준의 연주가 아니었습니다. 심지어 많지 않은 관객이지만 열렬히 박수로 호응을 해 주었으나 앵콜곡 하나 없이 단 30여분만에 실제 연주를 종료하였습니다. 최소한의 관객에 대한 예의도 없는 공연이었습니다.  생애 최악의 연주 관람 이었습니다. 비싼 티켓은 아미었으나 그 마저도 아깝게 느껴졌습니다.
더 시네마＆클래식 감상후기!!,"사실은 해리포터를 참 좋아해서해리포터 음악을 직접 현악기와 관악기로 아름답게 연주하는 것을 꼭 눈으로 보고싶어서 예매를 하게되었는데요!영화음악 ost 뿐만아니라 1부에서 진행하는 베토벤의 음악도 너무 감명깊게 들어서 강력추천하는 바입니다!베토벤의 열정이 느껴지는 운명의 선율로 더 시네마＆클래식 콘서트의 문을 열고,익히 들어 알고 있는 ost로 좀 더 관객과 친숙한 교류의 장이 2부에서 열려서많은 사람들이 집중해서 들을 수 있었던 알찬 2시간이었습니다!마지막에 콘서트가 끝나고 끝없이 쳤던 박수까지 완벽했던 하루였습니다!좋은 음악을 들을 수 있어서 행복했고, 남자친구와 함께 참 좋은 추억을 심을 수 있게 해주셔서 감사해요~"
정말 좋았던 공연입니다!,"해리포터, 기쿠지로, E.T., 라라랜드, 오페라의 유령, 인터스텔라, 마블 정말 프로그램이 너무 좋아서 행복한 퇴근 후 저녁시간이 되었어요!금관파트가 조금 튀는 부분이 있었으나, 그래도 전체적으로 만족스러운 공연이었습니다. 이런 컨셉의 공연들 앞으로도 많이 부탁드립니다. (롯데콘서트홀 사이트에서 예매했는데 후기는 여기 남겨요~)"
처음 가 본 오케스트라 공연 너무 만족했습니다!,"지휘자님의 열정적인 지휘와 표정도 재밌었고
연주자 분들의 연주도 너무너무 훌륭했습니다.
다음에 기회가 된다면 꼭 다시 가고 싶어요!"
두 거장의 감동적인 작품공연,땀을 연신 닦으시던 열정적인 지휘자분과 엄청 많은 연주자분들의 오케스트라.. 소리하나하나 너무 잘들리는 공연장이였고 너무 조화로운 공연이였어요. 영화보다 더 스릴넘치고 (소름주의) 긴장감이 넘치는 공연은 첨이였고  바이올린 독주의 애절함도 찐 감동이였어요. 꼭 또 보고싶어요!!
레전드 영화들의 레전드 오케스트라,해리포터 인터스텔라 캐리비안의해적 ost는 감동 그 자체였어요. 세 곡 만으로도 들을 가치가 충분했습니다
...,바이럴 마케팅
이영희 선생님 피아노 독주회.(성환 문화회관 ),"덕분에 좋은 공연 잘 봤습니다~!^^
마지막에 내 주를 가까이 라는 앵콜곡 들으며 많은 은혜를 받았고, 이 공연을 위해 참 얼마나 많은 수고가 있으셨을지요~~
이영희 선생님을 비롯한 현악 5중주 선생님들도 수고 많으셨습니다!!^^"
파일럿 감상 후기,부담없이 즐겁게 보다가 사회 정의를 가볍게 돌아보게 하는 영화.
3번째 관람,인천 페스타 필하모닉 짱 또만나요
다 좋아하는 프로그램이어서,잘 감상하고 왔어요!! 특히 슈만-리스트 헌정이랑 쇼팽 소나타 3번 1악장이 듣기 좋았습니다?? 왠지 조금 긴장하셨던 것 같은 느낌이었지만 피아노 소리가 너무 좋았고 좋은 분과 함께 공연을 감상할 수 있었어서 기억에 남을 것 같아요??
학생인증,"티켓팅 하는데 학생증을 놓고 왔다고 하니 방법을 찾기보다  왜 안가지고 왔냐고 따지듯이 묻는 그 싸가지없는 태도 말투는 뭐죠? 예당 같은경우 학년 학교 물어보고 누가봐도 학생처럼 보이면  어느정도 확인후 넘어갑니다. 예의좀 갖춰서 얘기하세요!!  다행히 등본이 있어 확인은 했으나 오랜만에 온 연주회 인데 참 기분 안좋네요. 
스텝들 기본 좀 가르치세요. 뭐 대단한 연주랍시고  사람들 다그치듯이 시간안에 들어가라고 쪼는듯한 목소리도 참 거슬립니다.  
다들 혼나면서 연주회장 입장이라니,,,,"
기획이 돋보이는 공연,지난 공연에 만족해서 이번달 공연도 예매했는데 진행자의 매끄러운 진행과 흔하지 않은 기획이 계속 예매하게 하네요. 다음달 손민수 큐레이티드 공연도 예매했습니다.
부산월드시네마콘서트 후기,"-부산문화회관 대극장은 좌석과 무대가 가까워서 좋다. c구역도 1번 좌석이면 그렇게 까지 가장자리가 아니라 목이 많이 아프지도 않았다.

-에어컨도 엄청 빵빵해서 추울정도다. 너무 좋아!

-나는 원래 A석을 예매했는데 VIP석으로 무료 업그레이드 됐다. 개이득! 표가 많이 안 팔렸나보다.

-일본 영화, 한국 영화, 미국 영화, 옛날 영화, 요즘 영화 가리지 않은데다 다들 유명한 영화 음악이라 대중적 프로그램인데 왜 인기가 없지! 아쉽다. 

-콘서트 가이드가 따로 있어서 다음에 나올 곡이 뭔지, 어떤 영화인지 간단하게 설명해주는게 좋다.

-곡 연주하는 동안 조명 색이 바뀌는 연출을 하는데 그게 좀 맥락이 없다. 

-한강찬가 너무 갑자기 끝나서 나를 포함해 다들 끝난지 몰라서 박수 못 친거 웃겼다. ㅋㅋㅋㅋ

-1부는 연주곡만, 2부에서는 성악곡도 나오는데 역시 사람 목소리는 훌륭한 악기다.

-웨스트 사이드 스토리 무대에서는 미니 뮤지컬 같기도 했다.

-관악기 단독 부분에서 소리가 부족하거나 째지는 경우가 좀 있었다. 특히 쥬라기 공원 테마에서 좀 느껴졌다.

-인생의 회전목마, 다크나이트 메인테마, 스타워즈 메인테마 세 곡이 제일 좋았다.

-몹시도 익숙하고 반가운 슈퍼맨 사운드 트랙으로 콘서트를 시작하고 마지막은 웅장하고 꽉 찬 느낌의 스타워즈 메인테마, 앵콜곡으로는 모두가 좋아하는 토토로를 구성한게 똑똑하다.

-여러 악기의 음색이 하나하나 쌓여가고 곡이 클라이맥스로 흘러가는걸 실제 눈 앞에서 보고 실제 귀로 듣는 매력이 엄청나다.

-악기 배우고 싶다!"
아이와 함께 하기 좋았던 공연,아이에게 익숙한 디즈니와 픽사 OST라 더 좋았어요. 선곡도 좋고 밀레니엄심포니오케스트라도 참 좋아요.
태교,임산부라 할인받아서 좋은 문화생활 할 수 있었네요
만족스러웠어요,"우선 사회봐주신 소설가 분 너무 입담이
좋으셔서 재밌었고
처음 들어본 소설 안읽고 갔는데도
내용이 쏙쏙 이해됐어요

성악가분들이랑 피아노 치시는 분들 실력도 다들 좋았네요"
멋진 공연이었어요,감동이었습니다공연...분위기... 관중의 태도.... 모든 것이 좋았습니다평창에서 이런 멋진 공연을 볼 수 있다는 것에 감사합니다이런 멋진 공연이 자주 있었으면 좋겠습니다
관람가능연령 좀 높여주세요...제발 부탁드려요,"공연은 너무 좋았는데요. 설명과 함께 모두 같이 즐기는 의도로 기획된 공연이라는 건 이해하지만, 그래도 자리에  가만히 앉아있을 수 없는 정도의 아이들이 오는 건 정말 아닌 것 같아요.."
신선한 시간이었습니다.,가벼운 분위기 그리고 오르간에 대한 자세한 설명 이 부분이 좋았습니다. 가볍고 흥미롭게 클래식에 접근하고자 하시는 관객들에게는 좋은 음악회였던 것 같습니다.
와.. 정말 최고의 연주자들에게 좋은 기운받고왔습니다.,"너무 연주도 잘하시고, 감동적인 무대였습니다.이 공연을 또 하게되면 또 갈 것 같습니다.지휘자님의 열정과 새로운 시도 모두 좋았습니다.음악은 삶에 꼭 필요한 요소인 것 또 한번 느낄 수 있게 해주셔서 감사합니다.오케스트라의 묘미를 이제 알아 아쉽지만 앞으로 열심히 다녀보려 합니다..ㅎㅎ감사합니다..."
내년에 또 가고싶네요,"티켓당 악기띠부씰도 주시고 공연도 너무 좋았어요
내년엔 앨범도 구매해야겠어요 즐거운 시간이었습니다"
오르간 궁금증 해결!,"롯데콘서트홀에 있는 파이프 오르간이
도대체 어떻게 소리가 나는건지 항상 궁금했었는데
멋진 연주와 더불어 오르간의 작동 원리까지 설명해주셔서 궁금증이 해결되었어요!

피아노와는 다른 웅장함
악기 하나로 수십가지의 소리가 나는 오르간은 정말 신기한 악기였어요

발 연주까지 도대체 어떻게 손발을 다 써서 연주하나 싶은...
정말 대단합니다

쉽게 접하기 힘든 오르간 공연 준비해주셔서 덕분에 좋은 경험하고 갑니다

다음에도 오르간 공연 있으면 갈게요 ^.^ 멋진 공연 짱이었어요!!"
완벽한 공연,실수없이 완벽한 공연이었어요 웅장하고 강렬한 ost들이라 이 많은 곡들을 연주하는데 지휘자 포함 모두가 정말 힘들었을듯 합니다.그리고 개인적인 바람인데 영화 top gun 매버릭 ost 연주도 기획해 주세요~
"곧 태어날 별똥이, 아내와 함께한 인천 festa!","아내가 지브리와 디스니를 좋아하구 인천에서 한다고 해서부리나케 예매해서 보러갔다. 오케스트라와 아트센터인천도 처음이라기대되는 마음으로 갔는데 첫 곡 듣자마자 눈물이 쭉,,,,,지휘자 및 오케스트라, 보컬까지 모두 잘하시구 열심히 하는 모습이 좋았습니다.무엇보다 아내, 태아도 같이 좋은 경험할 수 있어서 좋은 이벤트였습니다.좋은 이벤트를 선사해주셔서 감사합니다."
최고의 공연이었어요!,"평소 디즈니 음악을 너무 좋아해서 기대 많이 하고 갔는데 정말 만족스러운 공연이었습니다!
오케스트라, 지휘자님 너무 멋지셨고요
특히 뮤지컬배우님 노래 정말 잘 부르시더라구요 
중간에 한국어로 노래 불러주신것도 너무 좋았어요!
색소포니스트 님도 너무 멋있었습니다
최고의 공연 감사합니다^^"
소리 어울림이  너무 별로였네요,"롯데콘써트홀의 최재장점인 웅장한 오르간 소리를 기대하고 갔는데..
피아노랑 볼륨 맞추느라 그런건지.  소리가 너무 빈약했네요..
얼마전에 헤리포터 같은곡을 같은 콘서트홀에서 들었는데..
오래간만에 표값이 아까웠네요..  시간들여 가서..주차비에.."
인천페스타 짱!!!,지휘자님의 유연한 안무에 시선이 안 갈 수가 없고 마림바 연주자님의 밝은 표정에 행복했습니다 모든 연주가 너무 아름답고 완벽해서 지브리와 디즈니 세계에 들어갔다 온 것 같아요 28일에 1일로 시작해서 다음 공연때까지 디데이 세고 있을게요!!
영화속으로 풍덩~ 관람후기,"롯데콘서트홀에서 열리는 존윌리엄스 vs 한스짐머오케스트라 공연을 보고왔는데요오 ! 한번쯤 들어봤을만한영화 음악들이 공연되서, 넘 생각이 몽글하고 좋았어요 ㅎㅎ기념일 데이트였는데, 넘 만족합니당"
별로에요,특히 노래부르신 가수가 진짜 별로에요
영화 속으로 뛰어들어간 느낌,"지난 토요일 롯데콘서트홀에서 열린 〈존 윌리엄스 VS 한스 짐머〉 콘서트를 다녀왔습니다. 두 거장의 다양한 스타일과 감성을 번갈아 느낄 수 있어 정말 멋진 시간이었습니다.티켓을 수령하면서 부채도 받았습니다. 프로그램북을 판매하는 곳 옆에서 부채를 나눠주더군요. 롯데월드몰은 사람이 많았지만, 콘서트홀은 전용 엘리베이터 덕분에 빠르게 올라갈 수 있어서 편리했습니다.역시나 웅장한 롯데콘서트홀이었습니다. 1부에서는 히어로와 가족을 주제로 한 곡들이 연주되었습니다. 다크 나이트의 메인 테마 전주에서 콘트라베이스, 첼로, 바이올린이 내려오며 연주되는 모습은 마치 다크 나이트의 박쥐 문양이 펼쳐지는 것 같아 전율을 느꼈습니다. 또한 슈퍼맨의 ''슈퍼맨 행진곡''에서 브라스, 현, 플롯이 이어지는 연주는 매우 인상적이었습니다.지휘자 최영선님이 중간중간 곡에 대한 설명을 덧붙여주셔서 관객들이 음악을 더 깊이 이해할 수 있었습니다. 존 윌리엄스는 바그너 오페라를 기반으로 한 클래식한 스타일인 반면, 한스 짐머는 자연의 소리를 녹음해 음향을 살리는 현대적인 스타일이라는 설명이 특히 기억에 남았습니다. 한스 짐머의 음악은 반복되는 부분이 있어 영화 속의 일부가 된 느낌도 좋았습니다. 관객들이 부채로 더 좋아하는 곡을 표시하며 반응을 보는 것도 재미있었습니다.2부에서는 전쟁과 모험을 주제로 한 영화 음악들이 연주되었습니다. 쉰들러 리스트의 바이올린 애절한 선율, 해리포터 테마곡의 생동감 넘치는 현악기, 인디아나 존스 OST의 멋진 브라스 연주가 돋보였습니다. 특히, 밀레니엄 심포니 오케스트라의 이번 연주에서는 호른 6개, 트럼펫 4개, 트롬본 4개, 튜바 등 금관악기가 많이 추가되어 영화 음악의 웅장함이 극대화되었습니다.마무리로 연주된 캐리비안의 해적은 최고의 피날레였습니다. 심장을 두드리는 음악과 영화 장면이 눈앞을 스쳐 지나가는 듯했습니다. 지휘자님의 설명에 따르면 악보도 없이 연주된 부분이 많았다고 하는데, 이 설명을 들으니 지휘자님에 대한 존경심이 더욱 커졌습니다. 어려운 곡들을 완벽하게 연주한 밀레니엄 심포니 오케스트라 덕분에 귀 호강을 제대로 했습니다.공연 후 나눠주신 초콜릿 덕분에 달달함까지 채울 수 있어 좋았습니다. 〈존 윌리엄스 VS 한스 짐머〉 콘서트는 영화 음악의 매력을 다시 한번 느낄 수 있는 시간이었습니다. 두 거장의 음악을 한자리에서 들을 수 있는 소중한 기회였고, 오케스트라의 생생한 연주로 영화음악의 매력을 다시 한번 느낄 수 있었던 멋진 공연이었습니다."
또 가고싶어용,히사이시 조 영화를 엄청 좋아해서 예매했어요! 어렸을 때 이후로 처음 보러 간 오케스트라 공연이었는데 너무 웅장하고 멋있었습니다. 2시간이 너무 빨리 지나갔어요.. 다른 지역 공연도 보고싶어졌어요 ??
좋은 공연이었습니다.,"음악회 관람 경험이 적어서, 듣다가 지루하지 않을까. 음악이 잘 안들리지 않을까 걱정했는데
현장감이 좋고 꽤 많은 사람들이 좌석을 채웠지만 시스템이 잘 되어있어서 불편한 느낌을 받지 않았습니다.

애니메이션 OST 특유의 올망졸망한 장식음들을 뒤의 퍼커션 연주자들이 구현하는게 잘 보였고, 역시 오케스트라로 공연하다보니 곡의 웅장함이 잘 느껴지는 것도 좋았네요.
 모든 음악을 다 알지는 못했지만, 모르는 곡도 즐길 수 있었고, 익숙한 곡을 들을때는 기분이 참 좋았네요.

 아쉬운 부분은 역시 아직까지는 초보 공연러들이 접근하기에는 다소 티켓 가격대가 나간다는 점, 보컬곡의 경우 가창은 좋았지만 어쩔 수 없이 소리가 묻히는 느낌이었다는 점, 세트리스트 중 '아바타' OST를 넣은 것이 주제에 그리 맞지는 않아 보였기에, 다른 곡 선곡을 했으면 좋았을 것 같다는 점 정도였던 것 같습니다.
그래도 이번 공연 관람을 계기로 한동안 오케스트라 공연을 들으러 다닐 것 같네요. 좋은 경험이었습니다."
좋은 연주자분들 아쉬운 음향,"작년에도 갔었는데, 올해도 공연 좋았습니다. 한적한 평창에서 클래식 공연을 감상한다는 것 자체에 감사한 일이었어요. 하지만 음향에 좀 투자를 해야할것 같아요.. 1주 전에 하필 예술의 전당에서 클래식 오케스트라를 보고 왔던지라 바이올린, 비올라 소리 음질 차이가 너무 심하게 나더라구요. 티켓이 저렴한게 아닌데 내년엔 공연장 음향에 좀 투자를 하시길..."
오케스트라 관람 후기,"이번 오케스트라를 통해서 클래식 음악을 연주하는 연주와는 다르다는 점에서 인상깊었습니다. 평소 지브리 음악을 좋아했는데 웅장함이 가미된 오케스트라 형태로 듣으니 더 인상적이었습니다. 또한 마냥 무겁지만은 않은 분위기로 긴장과 이완이 잘 어우러진 공연이었다고 생각합니다.
 어린 자녀분들과 같이 가서 들어도 좋겠고 여자친구, 남자친구와 함께가도 좋을 것 같습니다. 저는 기회가 되면 또 가고 싶어용"
최고,"가슴이 뜨거워지고 벅차오른다 
악기가 모이면 이런 감동이 ..최고다"
두 거장과 함께 피서,"영화 음악의 두 거장, 존 윌리엄스와 한스 짐머의
영화 음악을 오케스트라 연주로 만나볼 수 있는 시간이었습니다.
오케스트라 풀 편성, 특히 금관 악기와 밴드 세션이 돋보이고
쉰들러 리스트 ost의 악장님 솔로가 심금을 울리는 시간이었습니다."
너무 즐거웠어요,"집에 오자마자 구독했던 유툽에 들어가 복습하듯이 다시 한 번 듣고 인터뷰도 찾아보게 되었네요 추천합니다
10월에 또 한 번 뵙기를 기대해 봅니다 ㅋㅋㅋㅋㅋㅋㅋ"
더위와 피로를 날려줄 가장 완벽한 시간,"연주하는 동안에는 사진 촬영이나 동영상 촬영, 녹음은 불가했구요. 그러기에 온전히 음악만을 들을 수 있는 아주 좋은 시간이었어요. 7시 30분에 시작하는 5분 전 종소리로 관객들의 빠른 입장을 유도했구요. 구역마다 나가면 바로 있는 화장실이 너무나 맘에 들었어요. 1, 2부로 나뉘어져 있어서 인터미션은 약 15분 정도 됐던 거 같구요. 30분에 맞춰 밀레니엄심포니오케스트라 연주자들이 차례대로 입장했어요. 제 자리는 관악기와 타악기는 물론이고 바이올린 연주자들이 매우 잘 보이는 위치였어요. 뒤를 이어 오늘의 주인공인 최영선 지휘자님이 입장했어요.관객들의 박수와 환호 속에 첫번째 연주곡인 스타워즈 , 인터스텔라, 다시 스타워즈 테마곡 총 세 곡이 연주되었어요. 스타워즈 광팬으로서 두곡이나 들을 수 있었던 그 벅참이 아직도 생생합니다.  아까 나누어줬던 부채로 존 윌리엄스의 곡이 더 좋은지 한스 짐머의 곡이 좋은지 스코어도 매기는 시간도 있었어요.총 네번의 스코어를 했는데 저의 뚝심은 흔들리지 않았어요. 저는 존 윌리엄스의 곡을 아주 좋아한답니다 ㅎㅎ 하지만 유독 남성분들이 좋아하는 다크나이트, 인터스텔라, 인셉션, 스파이더맨은 한스 짐머의 위대한 작곡을 자랑했지요. 두 거장의 승부는 막상막하였고 결국 무승부로 뻔하디 뻔한 결과였지만요 ㅎㅎ 3-4곡을 연달아 하면서 지휘자님의 곡 해석이나 두 음악가의 차이점을 비교해 주는 유익한 시간도 있었구요.  크리스마스면 어김없이 듣던 나홀로 집에 테마곡과 해리포터의 테마곡에 가슴이 몽글몽글 해졌구요. 쉰들리리스트의 테마곡은 정말 최고의 하이라이트였어요. 악장이면서 바이올린 연주자님의 독주는 심장이 벌렁벌렁 거릴 정도로 멋지고 환상적이었습니다. 집에 돌아와 그 여운을 계속 안고 유투브에서 쉰들러리스트의 테마곡을 다시 들으니 그 기분이 안나더라구요. 아! 이래서 연주회를 가서 음악을 보고 듣는 것이구나 한번더 깨닫는 시간이었어요.시종일관 모두에게 익숙한 영화음악으로 알찬 시간이 채워지니 관객들 모두 참 즐거워하는 게 보였답니다. 저에게도 역시나 유익하고 즐거운 시간이었구요. 특히나 제가 좋아하는 영화들의 테마곡이 연주될때마다 극 벅찬 감동의 여운이 아직도 남아 있습니다. 모두에게 강력 추천하는 롯데콘서트홀 음악회! 여러분의 더위와 피로를 날려줄 가장 완벽한 시간이라 생각합니다."
유년기로 잠시 돌아간,어릴적 지브리 만화영화를 보던 때로 잠시 돌아간 기분이 들어 참으로 즐거웠습니다
스타워즈 메인테마와 time을 직접 들을 수 있어 좋았습니다,앵콜이 없었어서 아쉽긴 했지만 단원분들의 건강이 최우선이라고 생각합니다. 만족합니다.
짱재밌음 노래 진짜 잘부르심,처음에는 그냥 배경음악만 공연하는줄 알았었는데 알고보닝 노래도 부르시더라구요!! 진짜 노래 짱 잘부르시고 지휘자님도 넘 대단하시고 연주하시는 분 들 모두다 멋지셨어요ㅜㅜ 집중 짱 잘됐어욜ㄹ??????
대전 세빌리아의 이발사,조금 아쉬웠고 원작과 싱크로율이 떨어진다 생각합니다
가족단위 관람 추천,"40대 이상에게는 과거 영화의 추억이, 요즘 세대에게는 비교적 최근 본 영화의 감동이, 다시금 느껴지는 공연이었습니다."
4번 중에 제일 좋았다,"다른 팀 2번, 총 3번 오케스트라 봤었는데
정말 좋앗워요
다음에 또 부산 와주세요 !!!!"
히사이시 조 영화음악 콘서트,"클래식을 너무 좋아하지만 기회가 되지않아 못봤었습니다. 그런데 이번에 좋아하는 애니매이션의 ost들을 클래식으로 들을 수 있다고 해서 바로 예매했어요! 기대한것만큼 너무 좋았고, 엄청 섬세하고 소름이 돋는 연주였습니다!"
너무 좋았어요,"지휘자님 센스 연주실력 모두 좋았구요
평소 오케스트라에 크게 흥미가 없었는데 
영화음악이라 쉽게 다가와서 그런지 
신세계를 경험했네요~~~!!
가야금 연주하듯 튕기듯이 연주하는 것도 놀라웠고
이번에 첼로 소리에 심취하게 되었어요
너무 감사한 공연이었습니다??
그런데 마지막에 앵콜곡이 무엇이었을까요?
아들이 너무 궁금해하네요
알려주시면 감사하겠습니다??"
지휘자가 누구였나요?,또 보고싶네요
부모님,부모님이 좋아하셨어요
거장들의 음악 배틀,공연은 기대를 저버리지 않고 훌륭했습니다. 존 윌리엄스와 한스 짐머의 대표작들이 오케스트라의 웅장한 연주로 새롭게 태어났습니다. 특히 ''스타워즈''와 ''인셉션''의 메인 테마는 관객들에게 깊은 인상을 남겼습니다. 각 작곡가의 음악 스타일이 번갈아 연주되며 관객들은 다양한 영화 음악의 매력을 느낄 수 있었습니다. 공연의 높은 완성도와 감동적인 순간들은 오래도록 기억에 남을 것입니다.
첫 오케스트라 공연이었습니다.,좋아하는 곡들을 오케스트라로 들을 수 있어서 너무 좋았습니다. 편곡도 좋았고 앵콜도 많이 해주셔서 감사합니다.
좋았습니다,참신한 공연 내용에 아이들도 흥미롭게 잘 관람했습니다~공연장 규모도 딱 정당하고 좋았습니다^^
좋은 공연,편안히 음악감상할 수 있는 기회였어요 인기 많은 공연이에요
두 거장의 차이를 느낄 수 있었던 콘서트,"각자의 스타일이 어떤지, 곡만을 들으면서 느껴볼 수 있는 기회였습니다.굉장히 섬세하게 쌓여올라가는 두 음악의 차이가 즐거웠습니다."
첫 경험!,음악이란 가수들이 부르는 노래 외에 베토벤 같은 위대하신 음악가의 곡 말곤 모르는 제가 오케스트라 라는 웅장하고 지휘자의 맞춰 환상적인 악기와 소리에 대해서 접하게 되었습니다. 게다가 지브리나 디즈니나 한번씩 접해본 애니메이션 이라서 가깝게 느껴졌네요. 이번 기회를 통해서 음악이 어떤 것인지 음악으로도 사람의 마음이나 여러분야에서 치유가 되고 기쁨과 즐거움을 포함해 행복이 된다는 것을 알게 되었습니다. 이러한 분야에 관심을 가질 수 있게 해주셔서 감사드리고 앞으로 공연도 공연이지만 주기적인 음악감상으로 인해 고민과 스트레스를 풀어보려고 합니다. 다시 한번 감사합니다!!
다시한번 가고싶개 만드는 최고의 콘서트,"사실 보기 전에는 큰 기대는 안했지만.. 정말 역대급 콘서트인것 같습니다.
연주자분들의 연주에 더욱 웅장해지고 영상미가 더해지는 기분이였어요. 다음에도 꼭 관람하고싶습니다."
즐거운 공연,"시간가는줄 모르게 좋은공연 잘보았습니다.
지휘자선생님부터 연주자 모두 대단하신분들 같네요.
즐거운 공연이었습니다."
행복한 시간이었습니다.,"사춘기 딸아이와 정말 좋은 시간 보냈어요.
인천시민이지만 송도아트센터 처음 가봤는데
공연장도 훌륭하고
제 미혼시절이 생각나는 포뇨에서 눈물 한 방울,
또 훌쩍 커버린 딸이 한동안 푹 빠져있던 겨울왕국에서도 옛 생각을 ..

어쩌다보니 세컨 악기를 못 가르치고 중등에 가야하는데 시간 쪼개서 가르쳐보려고 합니다.
평생 음악과 함께 하길 바라며!

다른 공연도 꼭 또 보러 갈게요
인천페스타 멋져요!"
지브리를 품은 클래식,"아이들에게. 좋고 즐거운 경험을 시켜준거 같아요
다음에두 애들이 관심을 가질수 있길 바내봅니다"
좋은 공연이었습니다.^^,"지휘자님 멋있고, 연주, 음악 좋고,악장님 솔로 바이올린도 좋았습니다. 다만 후반에 한번더 악장님의 바이올린 솔로.. 한번더 해주셨어도 좋을거같았다는 생각이 듭니다.단원들도 흠잡을것이 없었구요, 다른공연 관람의사 충만합니다.^^ 여름철 더위 조심하고 롱런하셨으면 좋겠어요!"
즐거운 시간을 보내고 왔습니다.,"클래식 공연을 본 적 없는 남자친구와 함께 공연을 보고 싶었습니다. 남자친구가 평소 영화를 좋아해서 어려운 클래식 공연을 친근하게 접할 수 있도록 이번 공연을 예매했는데요, 너무나 즐거운 시간을 보내고 왔습니다. 남자친구도 너무 좋아하고 저 역시 남친보다 더 집중하면서 공연을 즐기고 왔습니다. 친근한 음악을 웅장한 오케스트라 연주로 들으니 너무나 감동적이었습니다. 추천합니다!"
좋은 공연이었습니다..^^,"지휘자님 멋있고, 연주, 음악 좋고,악장님 솔로 바이올린도 좋았습니다. 다만 후반에 한번더 악장님의 바이올린 솔로.. 한번더 해주셨어도 좋을거같았다는 생각이 듭니다.단원들도 흠잡을것이 없었구요, 다른공연 관람의사 충만합니다.^^ 여름철 더위 조심하고 롱런하셨으면 좋겠어요!"
한번 더 기획해주셔요.,지브리.디즈니 지겨워요!! 한스짐머.존윌리암스 앵콜공연부탁드려요.
엄마아빠랑 보러 왔어요??,너무 힐링 잘하고 갑니다!??
